rowLabel	maxf0	minf0	excursion_size	meanf0	finalf0	mean_intensity	duration	max_velocity	final_velocity	maxf0_loc_ms	maxf0_loc_ratio
p1_koo_H2	135.95918229372816	131.15744391683592	0.6224867906745128	133.3602075513653	132.24706851675498	72.54779894571423	40.20868402668043	-12.855903601187707	-1.5902469163854607	40.20868402668043	1
p2_koo_H2	136.5398191362026	134.70817864301736	0.23381161239685966	135.7503420731063	136.1378304036198	75.66622117834649	50.518603007901675	10.749734220553549	9.271707554277327	0	0
p1_ala_LH1	177.61793084183296	169.97822704416157	0.7611272642530196	173.63762678037548	171.05253011256403	77.30220258700211	39.69318807764921	-12.309323654580693	-10.467075581476855	39.69318807764921	1
p2_ala_LH1	104.22821576906902	93.36791589283001	1.9049651880993905	98.34230791540591	99.85191106131032	70.00908863912403	109.80063714981725	-188.88642524605288	23.39485448764229	109.80063714981725	1
p1_ala_LH2	165.05019850278097	150.57177444998203	1.5894422380687772	154.54652539636172	153.00576131316757	72.73472290249667	39.69318807764921	40.45931724167024	17.54788729763728	39.69318807764921	1
p2_ala_LH2	103.3578966673427	95.1450109026633	1.4333844394043203	97.36642167600048	98.11506259831152	71.24709962138351	80.41736805338928	-145.34482809567803	39.17709969461838	80.41736805338928	1
p1_rara_HL1	160.3530671588426	157.94307004010378	0.2621677309376045	158.97346675564344	158.44910554691532	80.3512943968873	49.48761110978239	107.92386012916658	26.172669445761898	49.48761110978239	1
p2_rara_HL1	160.88549924474432	147.9076567632804	1.4560507425733933	157.31801127931686	156.76684069824293	81.1929724721653	90.72728703461053	-27.461783632110965	-26.551215667491576	17.952534400336617	0.1978735944511171
p1_rara_HL2	115.09281533735177	114.3978937267473	0.1048474368126624	114.78692908909049	115.10130452851885	73.31892812767927	30.92975694363531	-48.20743759479121	-45.86703217144944	0	0
p2_rara_HL2	139.69248588096528	122.62790885254016	2.2556047280985037	135.6873278628842	132.88474805841244	78.60730438310168	100.00621411768407	50.70516125724644	-11.05302295277301	21.38597798762021	0.21384649120357543
p1_ma_LH1	142.21956029932073	139.42807273531528	0.34318602435210366	140.54084578137915	140.92438566687073	77.04345855469676	40.20868402670885	16.411197328512504	3.36642094151969	0	0
